,name,text,time
84,H750Gp,b'RT @ZainKSA:    iPhone 12    5G \n    \n    \n     5G   4',Tue Oct 27 03:46:58 +0000 2020
85,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Tue Oct 27 03:46:59 +0000 2020
86,mnooor673017774,b'RT @rose76com:     5 \n#iPhone12 \n   \n   \n  \n#__',Tue Oct 27 03:46:59 +0000 2020
87,AppleRTweet,b'RT @Brianna25878586: @supcase_atl is giving away an #iPhone12 and this could be the tweet the wins! Enter everyday to increase your chances',Tue Oct 27 03:47:00 +0000 2020
88,yourhaffiness,b'RT @BenGeskin: #iPhone12Pro  https://t.co/U3tC7Kts5N',Tue Oct 27 03:47:05 +0000 2020
89,trulysanju,b'@supcase_atl is giving away an #iPhone12 and this could be the tweet the wins! Enter everyday to increase your chan https://t.co/TEYGK1LEot',Tue Oct 27 03:47:06 +0000 2020
90,NithishSileveru,b'',Tue Oct 27 03:47:13 +0000 2020
91,parieu,"b'Che @fechu, es una locura lo rpido que va el 5G en el #iPhone12Pro. Es la primera prueba que hago y estoy muy sorp https://t.co/13pc4IMXtO'",Tue Oct 27 03:47:15 +0000 2020
92,MWJ2DkMgc5RXo6O,b'RT @75lySw8Rk5xdqhF: Spigen() \n\n#Apple \n#iPhone12 \n#iPhone12Pro \nhttps://t.co/wMQHwKX4x4',Tue Oct 27 03:47:34 +0000 2020
93,komuwin_win,b'@00Ros0Ros0Ros00 \n\n\n\n#iPhone12Pro',Tue Oct 27 03:48:00 +0000 2020
94,gomo362,b'RT @giveawayKSA1: \n   #_\n\n   8  #12  \n    3800     \n\n#_\n#FIFA21\n\n',Tue Oct 27 03:48:01 +0000 2020
95,cikenholic,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:48:31 +0000 2020
96,numudtown,b'RT @mayflashfly: !!  iPhone 12  Android   2  https://t.co/OJar8cscEA #',Tue Oct 27 03:48:43 +0000 2020
97,m_otemote1993,"b'31,xxx  \n\n  ipad air  '",Tue Oct 27 03:48:46 +0000 2020
98,rfnzwa,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:48:55 +0000 2020
99,manjitmld484,b'#Giveaway\n Help me win an #iPhone12 for free! https://t.co/INUaOHBBQ7',Tue Oct 27 03:48:56 +0000 2020
100,5_calcio,b'iPhone12pro#iPhone12Pro',Tue Oct 27 03:49:05 +0000 2020
101,sy83823236,b'RT @giveawayKSA1: \n   #_\n\n    #12   512GB \n    6200  \n\n#_\n#FIFA21\n\n',Tue Oct 27 03:49:13 +0000 2020
102,mayanksbirla,b'A friend just returned from Dubai.\nNo COVID report check (for international travel)\nCustoms - Are you carrying an i https://t.co/jXt5MGQjZ9',Tue Oct 27 03:49:23 +0000 2020
103,qazisadil,b'Dolby Vison HDR video uploaded straight from the #iPhone12Pro without exporting it in iMovie in SDR. Lets see if T https://t.co/lTMv8Wt9DD',Tue Oct 27 03:49:26 +0000 2020
104,rhmnno,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:49:34 +0000 2020
105,tasnimees,"b""RT @HubsideFR: [#CONCOURS ] \n\nL'iPhone12 : pas encore sorti, @HubsideFR vous l'offre dj ! \n\nPour participer  RT + Follow \n\nTirage au so""",Tue Oct 27 03:49:41 +0000 2020
106,stilo,b'',Tue Oct 27 03:49:46 +0000 2020
107,MARWANKHALEEL4,"b""How's loving the new Iphone? \n\n#Apple #iPhone12""",Tue Oct 27 03:49:59 +0000 2020
108,AppleRTweet,"b""RT @MARWANKHALEEL4: How's loving the new Iphone? \n\n#Apple #iPhone12""",Tue Oct 27 03:50:05 +0000 2020
109,hiro_TMI,b'RT @worldmobile0022: iPhone12\niPhone12iPhone\n\n\nhttps://t.co/qBCvACovTA\n',Tue Oct 27 03:50:17 +0000 2020
110,JordanKemuel,"b""RT @HubsideFR: [#CONCOURS ] \n\nL'iPhone12 : pas encore sorti, @HubsideFR vous l'offre dj ! \n\nPour participer  RT + Follow \n\nTirage au so""",Tue Oct 27 03:50:23 +0000 2020
111,666YYANG,b'jaerose jaeros blackpink jennie lisa ship bts jikook jimin v kpop giveaway girls boys jaehyun couple leak nude boo https://t.co/sxxzNIPMWl',Tue Oct 27 03:50:25 +0000 2020
112,l0std0pe,b'iPhone 12 ProLiDAR\n#iPhone12Pro',Tue Oct 27 03:50:29 +0000 2020
113,y0ngdy,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:50:37 +0000 2020
114,goblinfirstsnow,b'bersediakah anda?',Tue Oct 27 03:50:55 +0000 2020
115,95MohdAfiq,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:51:02 +0000 2020
116,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Tue Oct 27 03:51:12 +0000 2020
117,HeitaroC,b'RT @kuma25n: 4iPhone\n\n#iPhone12Pro https://t.co/5wPLh9uDkS',Tue Oct 27 03:51:24 +0000 2020
118,NumeriqueLa,"b'a y est les premires solutions type Apple Watch arrivent, beaucoup devraient suivre ! #MagSafe #iPhone12'",Tue Oct 27 03:51:33 +0000 2020
119,h498RQVQ26PhNI2,"b'RT @PasarHope: iPhone 12 ProApple\n\n5,6()\n\n\n\n'",Tue Oct 27 03:51:42 +0000 2020
120,casyuewnut,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:51:59 +0000 2020
121,aziqhasan,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:52:44 +0000 2020
122,zaizrkh,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:52:48 +0000 2020
123,BZA1i,b'RT @rose76com:     5 \n#iPhone12 \n   \n   \n  \n#__',Tue Oct 27 03:53:17 +0000 2020
124,shetty_sarosh,b'@supcase_atl is giving away an #iPhone12 and this could be the tweet the wins! Enter everyday to increase your chan https://t.co/HkSnbhqyC9',Tue Oct 27 03:53:39 +0000 2020
125,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Tue Oct 27 03:53:39 +0000 2020
126,terurupassaggio,b'#iPhone12/ 12 #Pro \n!!\n\n\niPhone!!\nTEL:03-5888-5013\n#\n#\n#iPhone https://t.co/SBB3FX6UlW',Tue Oct 27 03:53:58 +0000 2020
127,Ys69142929,b'RT @GadgetMajin: iPhone12Pro\n\nHDR\n\n#Zuki #Zuki #iPhon',Tue Oct 27 03:54:00 +0000 2020
128,RachelH70532504,"b'Update\n\n20W PD &amp; QC Dual Fast Charging Ports\nUSB-C port Output: 5V3A, 9V2.22A, 12V1.67A (20W Max)\nUSB-A port QC 3.0 https://t.co/PT46YZDFGe'",Tue Oct 27 03:54:19 +0000 2020
129,nuramirashahran,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:54:36 +0000 2020
130,itkor_110296,b'RT @yomiojo:  #   # # !#ARSQUARE \n\n# # # # # #AR  #',Tue Oct 27 03:54:39 +0000 2020
131,lovetaomomo,b'https://t.co/JPUez3Qiu0\n\n#iPhone12Pro #iPhone12mini #iPhone12Pro https://t.co/THroQKHPOa',Tue Oct 27 03:55:04 +0000 2020
132,NizalCYC,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:55:06 +0000 2020
133,masanori_kitani,b'\n\n#HDR\n#\n#iphone12pro\n#Apple\n#\n#sns\n#HDR\n#\n#thankyou',Tue Oct 27 03:55:19 +0000 2020
134,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Tue Oct 27 03:55:25 +0000 2020
135,liorpe,"b'@apple, @timcook  VERY disappointed in @apple! Lifelong customer w/Software issue apple cant resolve and they want https://t.co/QLESll9iKS'",Tue Oct 27 03:55:27 +0000 2020
136,AppleRTweet,b'RT @masanori_kitani: \n\n#HDR\n#\n#iphone12pro\n#Apple\n#\n#sns\n#HDR\n#\n#thankyou https://t.co/V64rUQiE0R',Tue Oct 27 03:55:28 +0000 2020
137,NizalCYC,b'RT @BenGeskin: #iPhone12Pro  https://t.co/U3tC7Kts5N',Tue Oct 27 03:55:31 +0000 2020
138,MykiRedd,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:55:38 +0000 2020
139,UQ_aeon0618,b'#au/#iPhone12/#iPhone12pro\n\n/\n\n048-940-3540\n\nwebOK\n\nhttps://t.co/rg1h6OGleN\n\n#apple https://t.co/cI2mC1b7a6',Tue Oct 27 03:55:38 +0000 2020
140,alhilalyah_a,b'RT @ZainKSA:    iPhone 12    5G \n    \n    \n     5G   4',Tue Oct 27 03:55:41 +0000 2020
141,iamatesttweet,b'RT @KBank_Live:  #iPhone12     \n\n#KBankLive #AppleEvent',Tue Oct 27 03:55:46 +0000 2020
142,hana_delwes,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:55:47 +0000 2020
143,AppleRTweet,b'RT @UQ_aeon0618: #au/#iPhone12/#iPhone12pro\n\n/\n\n048-940-3540\n\nwebOK\n\nhttps://t.co/rg1h6OGleN\n\n#apple #iPhone',Tue Oct 27 03:55:52 +0000 2020
144,cozy_indigo,b'RT @chihiro312: iPhone\n\n#\n#2020 \n#iPhone #iPhone12Pro https://t.co/p2VdgS3Smi',Tue Oct 27 03:55:53 +0000 2020
145,iamatesttweet,b'RT @KBank_Live:  #iPhone12     Pro ',Tue Oct 27 03:55:58 +0000 2020
146,billieschain,b'@SLlDEAROUND we all know youre too broke for that.',Tue Oct 27 03:55:58 +0000 2020
147,Alice_2542,b'RT @CaseologyU: Get ready for iPhone 12 with us!\n\n#Apple #iPhone12 #iPhone12ProMax #iPhone12mini   #caseology #caseologists #techaccessori',Tue Oct 27 03:56:17 +0000 2020
148,kitchy_p,b'RT @GadgetsFlix: Cutting Apple  with an Apple  \nThe edges of #iPhone12 are very sharp \n#Apple #iPhone12 #iPhone https://t.co/zH5gCfJgxL',Tue Oct 27 03:56:20 +0000 2020
149,jirshudbejk,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:56:22 +0000 2020
150,tec_amigo,"b'Aqu tienen, para el uso que yo le doy en un da normal, si me aguanta desde las 6 de la maana que lo desconecte h https://t.co/cn9QXiPQ9a'",Tue Oct 27 03:56:45 +0000 2020
151,Pr98007906Sneha,b'RT @Poorvika_Mobile: Pre-Book the #iPhone12 and #iPhone12Pro at #Poorvika Today and be the first to wield the power of the #A14BionicChip.',Tue Oct 27 03:56:49 +0000 2020
152,AppleRTweet,"b'RT @tec_amigo: Aqu tienen, para el uso que yo le doy en un da normal, si me aguanta desde las 6 de la maana que lo desconecte hasta las'",Tue Oct 27 03:57:03 +0000 2020
153,mecklotfi,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:57:08 +0000 2020
154,m_kuon2000,b'RT @mineojp: #iPhone12 #iPhone12Pro mineo https://t.co/1HIuh6uMcb',Tue Oct 27 03:57:16 +0000 2020
155,pairon_,b'iPhone12\n\niPhone13\n\n#iPhone12 \n#iPhone12Pro https://t.co/CVVKJHGfZ5',Tue Oct 27 03:57:32 +0000 2020
156,numudtown,b'RT @mayflashfly:  iPhone 12  iPhone 12 Pro  iPhone 11 Pro () \nhttps://t.co/ZkH1jmXD23\n#flashfly #iPhone',Tue Oct 27 03:57:39 +0000 2020
157,TechmoBlog,b'iPhone 12 Pro  Apple Store    #iPhone12Pro\n\nhttps://t.co/hk64PNA9cw',Tue Oct 27 03:57:55 +0000 2020
158,Na1030998734,b'RT @ZainKSA:    iPhone 12    5G \n    \n    \n     5G   4',Tue Oct 27 03:58:11 +0000 2020
159,film_frt,b'RT @hamzterzkub: ....   USB-A  !!!!!!',Tue Oct 27 03:58:48 +0000 2020
160,minx267,"b'Colorful Roses Pink, Blue Purple OtterBox iPhone Case https://t.co/ZAJoDBVlm0 via @zazzle  #iPhone12 #iphonecases #otterbox #roses'",Tue Oct 27 03:59:29 +0000 2020
161,zk_hiro,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Tue Oct 27 03:59:31 +0000 2020
